match_id,team_id,team_placement
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100042,88
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100043,86
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100044,69
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100045,11
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100046,17
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100047,72
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100048,88
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100051,86
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100052,2
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100053,51
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100054,85
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100055,28
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100056,61
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100057,60
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100058,57
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100059,47
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100060,13
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100061,43
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100062,48
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100063,1
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100064,84
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100065,39
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100066,55
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100068,76
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100069,56
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100070,8
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100071,21
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100072,69
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100073,62
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100074,27
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100075,29
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100076,18
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100077,46
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100078,4
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100079,58
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100080,66
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100081,24
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100082,53
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100084,49
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100086,33
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100087,77
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100088,42
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100089,6
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100090,59
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100091,87
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100092,54
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100093,64
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100094,78
