,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
60906,M416,zhakesi521,10.0,247377.8,279966.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1477,HAMPLAO,2.0,246788.1,279664.8
60907,Hit by Car,longdaye789,9.0,577255.4,155212.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,182,UeYHR,44.0,577121.6,155338.9
60908,SCAR-L,KWJenner,28.0,166547.6,633852.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,400,1050721056,35.0,165955.7,633141.6
60909,Down and Out,zhangyuqi43,15.0,239321.5,380312.7,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,861,FXXKZK,20.0,246142.0,385196.1
60910,M416,quxiaosong,2.0,236387.6,321763.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1766,obraznayr,4.0,234409.3,324161.8
60911,VSS,shenshuofeng,29.0,613240.8,375902.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,380,zangtaotao,38.0,627740.3,377946.3
60912,SCAR-L,llikyou,8.0,243561.9,317275.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1336,EEVEE_,13.0,242530.7,314951.4
60913,Down and Out,obraznayr,4.0,624441.4,384637.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,363,keledidi,38.0,627252.4,378148.5
60914,P92,fangcongquan,20.0,419790.9,325230.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,165,DUWANSHISHABI,47.0,419172.0,325397.0
60915,P92,fangcongquan,20.0,418960.3,324588.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,157,CLENGCISGOD,47.0,418813.8,324406.9
60916,M416,scvlian,7.0,344222.9,558280.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,850,SuperBHP,21.0,351311.8,567218.8
60917,UMP9,Ku1iJ1an,1.0,571616.6,250041.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,176,Souuy,45.0,571403.6,249870.5
60918,Micro UZI,GapingBaconHole,3.0,388204.1,288953.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,222,ahoaryou,41.0,388990.3,288632.7
60919,death.ProjMolotov_DamageField_C,PandaTV648153,43.0,566775.9,379766.0,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,206,PandaTV648153,43.0,566775.9,379766.0
60920,Kar98k,KWJenner,28.0,165372.1,635396.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,432,Link_w,35.0,164129.9,629543.3
60921,Down and Out,AndroLore,11.0,452206.2,406025.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,511,uu-98K,33.0,456825.7,416666.3
60922,M416,obraznayr,4.0,622560.9,373984.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,601,shenshuofeng,29.0,613463.4,380205.0
60923,Bluezone,,,,,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1650,BBQjuesha,6.0,258025.4,310087.5
60924,Down and Out,longdaye789,9.0,576978.5,155588.0,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,182,Sxy520,44.0,576804.1,155291.9
60925,Groza,huoyaopao,11.0,246834.4,358439.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1274,USSSA,15.0,249707.7,356027.2
60926,M16A4,CC-didi,31.0,436406.6,330065.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,384,acemvps,34.0,434818.2,330910.1
60927,Down and Out,USSSA,15.0,385005.8,474434.0,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,253,MarshMelle,39.0,394266.9,473748.1
60928,M16A4,AndroLore,11.0,450670.7,417196.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,511,damsasjdaknsda,33.0,457285.5,417739.2
60929,M416,AndroLore,11.0,247453.1,358101.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1178,zhangyuqi43,15.0,246207.3,358113.6
60930,VSS,pwp121,40.0,580824.9,483889.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,226,Drakeh,24.0,575839.0,484882.5
60931,UMP9,jyxr,3.0,222607.0,315308.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1760,YY-baobao,5.0,221166.4,316457.4
60932,AKM,Da-damoo,19.0,576501.8,464377.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,693,taiyang12,24.0,579826.3,466054.1
60933,Kar98k,BBQjuesha,6.0,262456.7,307990.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1629,a360465344,8.0,248235.5,317117.6
60934,Mini 14,Eat_chickentoday,43.0,563067.2,380579.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,108,omar888,46.0,564504.8,379454.1
60935,AKM,llikyou,8.0,368372.1,398358.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,811,Jisung35,22.0,365674.0,397595.2
60936,Kar98k,Ku1iJ1an,1.0,221393.5,328763.0,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1642,Oldspeak,7.0,225983.2,325252.4
60937,M416,Oldspeak,7.0,345423.6,559474.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,936,Agonisssss,18.0,352141.5,568402.9
60938,Punch,zangtaotao,38.0,629164.1,374238.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,108,qiyanyumao,48.0,630143.9,374494.8
60939,Mini 14,a360465344,8.0,249029.7,320673.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1597,Zyander,9.0,254710.5,321872.2
60940,AKM,Da-damoo,19.0,682418.9,462687.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,430,LuoliZzzzzzz,36.0,682384.1,462635.2
60941,Kar98k,zhangyuqi43,15.0,239353.7,380208.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,861,fangcongquan,20.0,246836.4,384428.5
60942,UMP9,Hpsii,1.0,549422.3,241951.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,627,Weieri,27.0,544307.9,239038.5
60943,Grenade,Ku1iJ1an,1.0,226867.4,325951.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1820,quxiaosong,2.0,231694.5,324490.4
60944,Down and Out,Ku1iJ1an,1.0,571013.3,249735.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,176,MT005,45.0,570985.8,250074.9
60945,UMP9,Ku1iJ1an,1.0,546770.4,237851.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,609,CFqiangwang1023,27.0,546881.9,237870.7
60946,SKS,LawlitDraco,37.0,457656.9,628088.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,296,Losehart,21.0,457725.1,627780.6
60947,M16A4,AndroLore,11.0,447028.5,386808.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,668,woqunimabbbbb,25.0,442187.2,370773.8
60948,Mini 14,Eat_chickentoday,43.0,562822.1,379170.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,121,woqunimabiaaaaaa,25.0,560669.3,377446.9
60949,Bluezone,,,,,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1649,zhoujiuri,6.0,260585.2,299164.2
60950,Kar98k,FXXKZK,20.0,428761.3,327243.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,479,xiaobei-jia,31.0,441312.5,331230.7
60951,Down and Out,Oldspeak,7.0,213572.0,337250.5,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1315,xiaohai066,14.0,214977.2,336042.3
60952,DP-28,GamingAfterDark,16.0,621630.9,292479.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,221,Joko666,42.0,620294.0,294424.7
60953,M16A4,CC-didi,31.0,443740.8,333134.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,468,xiaofang866,34.0,441412.9,331135.9
60954,M416,quxiaosong,2.0,247645.6,279890.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1460,KuMingYY521,10.0,246977.3,279616.6
60955,M24,Oldspeak,7.0,213788.9,337025.0,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1472,relaxlife6,12.0,228246.9,343466.5
60956,SCAR-L,llikyou,8.0,366329.1,392315.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1030,LIJIUBIN,17.0,367052.9,389415.5
60957,Down and Out,YY-baobao,5.0,172187.0,599676.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,622,KWJenner,28.0,177385.3,614026.1
60958,SCAR-L,Losehart,21.0,458012.3,626984.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,286,Yy_93002466,26.0,459363.5,622674.9
60959,SKS,LawlitDraco,37.0,447541.8,622754.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,365,luodingwei123,18.0,441923.3,618296.1
60960,Down and Out,Oldspeak,7.0,213287.9,337332.6,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1472,1019wjf,12.0,227947.0,343467.6
60961,Down and Out,,,,,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1069,longdaye789,9.0,0.0,0.0
60962,UMP9,taiyang12,24.0,582005.1,485200.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,235,pwp121,40.0,581803.5,484553.7
60963,M416,scvlian,7.0,215420.4,334506.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1315,WNW1981,14.0,215543.7,336262.2
60964,M416,Ku1iJ1an,1.0,236857.2,350219.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1498,huoyaopao,11.0,247732.5,347098.4
60965,AKM,taiyang12,24.0,606305.5,482536.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,518,yang1997000,32.0,606747.3,482587.4
60966,M16A4,jyxr,3.0,388381.2,287296.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,213,Hekunandy,41.0,387845.2,288712.4
60967,M416,fangcongquan,20.0,441640.9,333255.2,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,539,CC-didi,31.0,441043.3,333202.1
60968,Down and Out,Da-damoo,19.0,682860.1,462537.1,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,430,aiqiaoqiqo520,36.0,683606.1,460728.9
60969,S1897,zangtaotao,38.0,627229.8,378550.3,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,157,35xi,48.0,627192.3,378367.6
60970,UMP9,jyxr,3.0,222489.3,314282.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1749,Yy232266,5.0,221887.7,314592.9
60971,Groza,zhangyuqi43,15.0,235269.0,378884.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,779,Floating-LY,23.0,233886.2,378382.9
60972,M416,SuperBHP,21.0,452074.9,636853.9,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,666,daxiong654321,26.0,455766.9,641226.9
60973,M416,zhangyuqi43,15.0,241772.8,362126.8,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,741,BieZousanle,23.0,234834.0,378770.6
60974,Tommy Gun,PandaTV648153,43.0,565731.8,382552.4,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,173,manat888,46.0,565856.6,382579.9
60975,Down and Out,Acmecondor,4.0,252163.0,315300.7,ERANGEL,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,1595,llikyou,8.0,248326.5,313657.9
77641,SCAR-L,zhaoForever,25.0,456818.8,628637.5,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,414,ImaSoloPlayer94,52.0,458137.7,628528.0
77642,Bluezone,,,,,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1494,DuckMin1214,12.0,235611.1,301930.5
77643,UMP9,HermaeusMoras,48.0,503126.1,324930.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,228,AbbyChuppie,69.0,0.0,0.0
77644,Micro UZI,YIHUANLuodi98k,19.0,423124.7,325323.6,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,434,MrMXZ,51.0,423255.2,324655.8
77645,M416,GElanwei,28.0,302627.7,296942.9,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,858,A1EX_K1NG,33.0,295614.9,274573.0
77646,Punch,qinxubo,8.0,599416.3,680411.0,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,130,H_Antony,88.0,0.0,0.0
77647,S12K,Jx-DjDl,63.0,450827.7,629433.9,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,223,Ckcernnk,69.0,450439.3,629354.9
77648,S12K,DASHIXIONGHENI,45.0,417985.6,328224.4,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,340,Piaoshushu,56.0,417964.2,328353.2
77649,UMP9,HoleRS,7.0,451453.3,619958.9,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,271,korro345,62.0,451615.3,620674.4
77650,AKM,memory593,16.0,402540.4,403387.6,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,312,oOoKenvinoOo,59.0,402782.4,403935.4
77651,SKS,DuckMin1214,12.0,621272.7,298153.7,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,285,BoByXD,61.0,618734.0,301272.0
77652,SCAR-L,ZzjFU711,1.0,179338.5,284847.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1843,MaxLTC,4.0,181693.8,287321.7
77653,Bluezone,,,,,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,748,lIl-H0mer,42.0,413791.6,349298.1
77654,SCAR-L,ZzjFU711,1.0,181667.1,287316.7,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1870,MyVigoss,2.0,182949.6,294466.6
77655,AKM,liaodiaossss,5.0,193411.5,299494.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1676,ant_adr1418,6.0,179931.2,280316.1
77656,SCAR-L,feqfeqf,11.0,445476.2,329584.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,532,HermaeusMoras,48.0,445295.1,329373.1
77657,M416,HoleRS,7.0,225215.2,563223.3,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,788,chengmuo,39.0,225016.5,563318.6
77658,Punch,qinxubo,8.0,601639.3,681619.0,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,143,yisubiubiubiu,86.0,0.0,0.0
77659,SCAR-L,feqfeqf,11.0,270119.1,332473.5,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1342,lkp18cm,21.0,269912.4,333039.2
77660,M16A4,le196,70.0,341548.0,175926.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,157,Alxe44-uh,75.0,339427.2,174681.9
77661,M16A4,V587shuaiya,10.0,374517.9,417044.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,634,GCArtemis,44.0,367920.4,426162.0
77662,DP-28,Virtuous-fa,29.0,278168.8,264631.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,968,Foshantakeout,31.0,271170.9,252198.7
77663,AKM,DASHIXIONGHENI,45.0,417845.4,328533.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,139,Ry-xiaoyouyou,80.0,417859.8,328829.0
77664,AKM,liaodiaossss,5.0,265170.2,276653.6,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1073,Virtuous-fa,29.0,269943.1,271676.1
77665,M16A4,Aciear007,50.0,558412.6,137041.4,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,149,Lpiss,76.0,558152.6,136159.6
77666,P92,shachenyue,72.0,533800.7,235481.4,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,124,BETTERIN,85.0,533991.3,235576.7
77667,Hit by Car,liaodiaossss,5.0,224410.7,290926.6,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1356,KiperRik,20.0,224106.1,291085.7
77668,Bluezone,,,,,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,825,GuNaSin,55.0,0.0,0.0
77669,SCAR-L,Sin_1977,71.0,496672.8,185148.3,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,158,ljxfaei,74.0,496132.8,184728.2
77670,M416,HoleRS,7.0,207423.1,368163.1,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1176,DaverLmx,26.0,207572.2,370521.1
77671,Hit by Car,liaodiaossss,5.0,180102.4,295583.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1738,liaodiaossss,5.0,180102.4,295583.2
77672,AKM,liaodiaossss,5.0,224506.0,290687.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1500,feqfeqf,11.0,235362.2,291299.8
77673,Bluezone,,,,,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,758,#unknown,59.0,0.0,0.0
77674,AKM,liaodiaossss,5.0,558998.4,137329.2,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,466,Aciear007,50.0,560566.6,129726.6
77675,M416,asdasd957,66.0,431178.6,628945.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,163,YTG517,73.0,430978.2,628804.3
77676,Bluezone,,,,,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,817,qubapipigua,36.0,499316.4,204902.1
77677,AKM,liaodiaossss,5.0,194006.6,300785.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1627,HoleRS,7.0,196809.8,307789.2
77678,Punch,qinxubo,8.0,600560.3,681566.6,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,136,PerFect1321,88.0,0.0,0.0
77679,Punch,Daydayupchen,3.0,626469.8,378094.8,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,106,wangye_ll,87.0,626465.3,378073.1
77680,UMP9,LANYANGTABABA,9.0,287375.6,264456.7,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1108,GElanwei,28.0,288957.9,263971.9
77681,M416,98Krios,13.0,202169.8,335530.1,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1459,ForeverDiane,14.0,198374.2,337248.8
77682,SCAR-L,feqfeqf,11.0,268895.3,334965.4,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1292,AnAn9,23.0,267609.5,336214.3
77683,Hit by Car,HAOMUREN9988,27.0,154189.0,340238.3,ERANGEL,2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,1145,HAOMUREN9988,27.0,154189.0,340238.3
