,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
6599502,Kar98k,TMQ9420,1.0,296028.7,373026.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1742,Marc-xiao,4.0,299895.8,352180.0
6599503,SCAR-L,Geeeeeee-Loooooo,3.0,267005.8,388380.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1417,SEANWU14,18.0,269639.8,385224.6
6599504,Kar98k,NIyaozhuazi,12.0,246924.5,278992.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1332,Mambba,22.0,263907.8,276289.6
6599505,M16A4,qwdfghj,44.0,201015.6,292807.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,171,FX002,75.0,198441.7,292854.9
6599506,SCAR-L,L3VI-S6,45.0,218826.5,396799.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,140,Lucas_Jia,84.0,218236.0,396801.9
6599507,M416,LXqq57,46.0,332716.4,168422.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,161,luyaokouyiha,77.0,335470.6,166152.6
6599508,AKM,federico_228,51.0,186145.9,226549.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,418,Kevinchenm,54.0,187103.3,227842.3
6599509,SKS,Geeeeeee-Loooooo,3.0,274322.8,378573.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1532,zhuangyu666,10.0,261793.8,364028.3
6599510,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1098,JIAODEMON,48.0,0.0,0.0
6599511,AKM,yizhixiaoyike,41.0,443642.5,624414.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,481,houzhankun,50.0,443160.3,625673.3
6599512,Micro UZI,Linyizhe168,81.0,207417.7,284584.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,92,wocaonimamaipi,93.0,207348.2,284758.0
6599513,M16A4,DJ_657,16.0,314015.6,320808.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,553,Luoyugouer,48.0,308340.2,318199.3
6599514,M16A4,7ccccccb,5.0,312467.1,292831.4,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1447,jzerozkingb,15.0,312539.8,303353.6
6599515,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,835,xzq1017288764,96.0,0.0,0.0
6599516,M16A4,asdlkjnkGHS,56.0,197653.3,274591.4,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,176,Z-kankan,73.0,197408.1,276579.2
6599517,P92,Z-kankan,73.0,197406.9,275927.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,153,tangxiangshu,80.0,197350.9,276563.7
6599518,SCAR-L,renzhexindong,29.0,372755.3,397704.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,778,CT8513,38.0,372365.2,397548.8
6599519,M416,WOYAOCAOKAILI,9.0,244403.1,320162.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1372,EdisonXia0,20.0,243664.1,321487.2
6599520,SCAR-L,TMQ9420,1.0,303569.8,358483.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1854,CTxiaohua,2.0,307725.7,362543.4
6599521,AKM,TMQ9420,1.0,336377.2,554424.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,799,heartLEI,37.0,344765.2,557884.1
6599522,SKS,FX002,75.0,206185.4,291091.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,145,Linyizhe168,81.0,202518.7,288452.7
6599523,AKM,WOYAOCAOKAILI,9.0,212976.9,273309.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,137,youmomisboom,85.0,212865.0,272216.8
6599524,M416,LXqq57,46.0,333760.7,163595.5,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,197,1oppredoverda1,71.0,333452.1,163738.8
6599525,SCAR-L,TMQ9420,1.0,248048.7,319410.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1216,Wangansen,24.0,248812.6,318491.9
6599526,Micro UZI,Linyizhe168,81.0,201463.1,284048.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,119,hhjjhh,89.0,199617.6,284225.8
6599527,S1897,EnegLJ,8.0,156047.8,275212.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,310,Comghere,60.0,155937.2,275599.9
6599528,M16A4,King--C,49.0,455939.2,630433.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,166,kaiyeNB666,76.0,456259.9,629521.3
6599529,SCAR-L,renzhexindong,29.0,365518.7,405610.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,588,wangch1,43.0,366096.9,406014.3
6599530,M416,Marc-xiao,4.0,274467.4,313996.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1519,NIyaozhuazi,12.0,272679.0,320582.8
6599531,M16A4,EdisonXia0,20.0,285435.6,401275.5,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,254,Batiixx,66.0,285627.4,401548.1
6599532,AKM,1801083930,17.0,247892.9,372872.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1387,xyj123456,19.0,248778.0,366783.4
6599533,SCAR-L,yizhixiaoyike,41.0,464434.0,650248.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,242,18262372288,68.0,463751.1,650191.4
6599534,AKM,1801083930,17.0,238060.5,418429.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,553,UDuDu,47.0,238422.5,418687.6
6599535,Mini 14,zhuangyu666,10.0,261772.6,364029.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1517,wengkai10,13.0,263907.1,358566.2
6599536,SKS,FX002,75.0,210507.2,292075.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,106,Evanescentdream,91.0,203224.7,293646.1
6599537,Kar98k,heartLEI,37.0,442559.8,630873.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,252,lilejun666,67.0,443628.7,635802.7
6599538,M16A4,7ccccccb,5.0,312681.3,292778.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1317,qq990,23.0,325644.1,317356.0
6599539,M416,Marc-xiao,4.0,290424.5,347356.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1669,MiaoMiaoPOM,6.0,290460.4,347303.3
6599540,AKM,7ccccccb,5.0,347927.8,317043.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,407,FCrtyuioyuipio,55.0,351273.4,318675.9
6599541,DP-28,Comghere,60.0,169755.2,277811.4,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,131,zhuye009,86.0,169126.6,277470.5
6599542,M416,WOYAOCAOKAILI,9.0,217377.0,330007.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1147,III_UmbreIla_III,26.0,216765.9,331855.9
6599543,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1488,Zain2646,14.0,271758.8,269979.0
6599544,M416,Marc-xiao,4.0,188038.8,212857.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,356,Jiaozuocaiji,57.0,187864.3,213258.2
6599545,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,833,mwafx,96.0,0.0,0.0
6599546,Mini 14,EnegLJ,8.0,264185.3,331108.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1542,WOYAOCAOKAILI,9.0,271055.0,329108.2
6599547,SCAR-L,houzhankun,50.0,451568.4,621523.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,173,1223859592,74.0,451768.5,621133.1
6599548,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1644,EnegLJ,8.0,278519.7,336792.4
6599549,M416,Marc-xiao,4.0,298260.7,353277.5,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1710,7ccccccb,5.0,299087.2,353152.9
6599550,M16A4,EdisonXia0,20.0,284607.9,399107.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,195,LG199406,72.0,282814.3,398918.6
6599551,M416,Wangansen,24.0,191082.9,231786.4,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,449,federico_228,51.0,185916.6,228655.1
6599552,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,921,shuiyouwodiao,37.0,0.0,0.0
6599553,UMP9,Marc-xiao,4.0,192156.9,215855.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,306,WPwp007,61.0,192558.1,216333.8
6599554,Grenade,asdf123852,39.0,184437.0,304184.5,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,775,asdf123852,39.0,184437.0,304184.5
6599555,M16A4,Geeeeeee-Loooooo,3.0,337268.7,173317.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,559,LXqq57,46.0,337186.9,172691.5
6599556,Punch,federico_228,51.0,185835.5,227561.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,81,MTTzbz,95.0,185744.8,227537.4
6599557,AKM,CT8513,38.0,364107.9,386857.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,423,RkooYJ,53.0,366958.6,388885.5
6599558,SCAR-L,lilejun666,67.0,430436.6,636634.4,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,140,XiaoPingchiji,83.0,430825.3,636782.7
6599559,AKM,Jiaozuocaiji,57.0,189029.3,214001.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,156,laowan1114,79.0,189137.0,213833.2
6599560,M416,WOYAOCAOKAILI,9.0,268158.7,335024.2,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1440,DJ_657,16.0,268291.0,335015.1
6599561,AKM,TMQ9420,1.0,333524.6,549683.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,761,yizhixiaoyike,41.0,336519.4,554508.4
6599562,Kar98k,Luan-1978,11.0,242717.9,363528.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1422,1801083930,17.0,251459.6,371590.3
6599563,AKM,WOYAOCAOKAILI,9.0,194691.5,280450.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,578,qwdfghj,44.0,206450.5,272064.5
6599564,M16A4,SEANWU14,18.0,268321.5,388249.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1336,Liuanhong,21.0,272541.9,375569.9
6599565,SCAR-L,Geeeeeee-Loooooo,3.0,136916.9,435317.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1071,songtsongtsong,28.0,136359.8,434874.7
6599566,Vector,heartLEI,37.0,445497.0,625213.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,157,qqml521,78.0,445045.8,625263.4
6599567,SKS,Geeeeeee-Loooooo,3.0,274288.5,378602.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1522,Luan-1978,11.0,261542.0,367690.2
6599568,M416,LXqq57,46.0,342661.9,160653.7,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,342,LIN-LIANG,58.0,340115.5,160562.7
6599569,M16A4,Bgchijiwandesao,63.0,153149.1,318196.9,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,258,CMYsndie,64.0,153428.1,317203.9
6599570,UMP9,zhuangyu666,10.0,466815.8,643226.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,509,King--C,49.0,467484.5,643445.2
6599571,M16A4,AManBABA,40.0,404894.2,294160.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,639,kunming001,42.0,405658.9,293721.4
6599572,P1911,1oppredoverda1,71.0,335825.4,156759.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,126,YABANG911,87.0,336031.4,156758.8
6599573,AKM,WOYAOCAOKAILI,9.0,202532.0,269835.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,381,asdlkjnkGHS,56.0,196158.4,269803.4
6599574,AKM,WOYAOCAOKAILI,9.0,211725.5,275831.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,90,LuoDi98K-Lu,94.0,210794.6,272461.6
6599575,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,833,ODKINGGGG,96.0,0.0,0.0
6599576,M416,qq990,23.0,365731.3,387850.0,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1068,renzhexindong,29.0,366835.0,388411.9
6599577,AKM,shuiyouwodiao,37.0,431825.2,446395.6,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,447,Tyaast,52.0,432093.6,445797.1
6599578,M416,Wangansen,24.0,197486.8,236292.8,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,256,WEWCOM,65.0,201346.1,240071.3
6599579,Kar98k,TMQ9420,1.0,287555.0,364537.1,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1648,w3686,7.0,284713.2,371130.6
6599580,M416,Wangansen,24.0,248882.3,317850.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,1209,939015643,25.0,249040.1,316449.0
6599581,Bluezone,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,834,ShaoGuanRider,96.0,0.0,0.0
6599582,AKM,CT8513,38.0,328763.5,400295.3,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,284,kaisercool666,62.0,328642.0,400935.6
6599583,Drown,,,,,ERANGEL,2U4GBNA0YmkgLZFNsfNA8QEFGI3eBddgdPBsXKSa3xkMGq5r9dcIBd5q7YBTFoPD,561,L3VI-S6,45.0,58099.55,467354.7
6799503,M416,zpzpp,3.0,418695.1,370902.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,931,Dankmar,29.0,422391.3,368320.7
6799504,SCAR-L,taoweijie,18.0,174521.8,611054.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,555,AlonzoK79,48.0,172923.6,611003.2
6799505,Micro UZI,#unknown,8.0,423814.0,327063.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,185,TayingQQ,80.0,424101.5,326998.5
6799506,AKM,Jay309,65.0,419863.4,325841.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,98,YOUKNOWMYDREAM,94.0,422526.3,325158.3
6799507,AKM,mentalabnormal,14.0,582531.4,336311.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1003,Mother-Chucker,27.0,566250.1,340159.5
6799508,DP-28,LeslieVAN,57.0,157099.0,413892.7,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,86,aNnest_CN,96.0,157672.2,411923.9
6799509,Mini 14,#unknown,8.0,548786.9,310844.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1481,EthanIncredible,12.0,542788.8,309555.5
6799510,Grenade,MryeyueL,13.0,575157.6,342008.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1358,yushen312,15.0,571333.2,338436.4
6799511,M24,The_BigL_Am,1.0,541929.5,280661.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1669,SkyEarsYAYA,4.0,533217.3,271387.4
6799512,Mini 14,yushen312,15.0,578243.8,447970.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1101,777zzh,25.0,595886.4,443577.4
6799513,Falling,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1204,aHcKuJl,19.0,485086.5,333471.2
6799514,AKM,SKY-huaihaizi,28.0,432052.5,446143.6,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,815,GML-1337,37.0,432576.4,444979.2
6799515,Micro UZI,#unknown,8.0,423825.3,326565.4,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,276,Jay309,65.0,423849.9,325951.4
6799516,M416,#unknown,8.0,535267.8,315783.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,675,Thek1sch,41.0,536321.2,316798.0
6799517,M416,zpzpp,3.0,491735.7,326605.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1112,SONVT,24.0,492300.7,327204.5
6799518,AKM,Jay309,65.0,420594.3,324808.2,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,214,goflgun911,76.0,420145.9,327159.6
6799519,SCAR-L,mentalabnormal,14.0,602304.6,329346.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,470,RL1106,49.0,587695.8,329909.2
6799520,M416,The_BigL_Am,1.0,282776.0,401728.6,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,333,LeslieVAN,57.0,275916.8,402711.5
6799521,S1897,Elevenlong,62.0,200683.3,284236.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,240,185751855,71.0,200224.4,284178.4
6799522,P92,Psychosocials,63.0,377194.3,418106.8,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,137,jeige,89.0,376999.3,418416.5
6799523,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1182,#unknown,96.0,0.0,0.0
6799524,M16A4,SONVT,24.0,365728.0,409243.9,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,237,huangtouxue654,73.0,364770.4,408832.7
6799525,S1897,MOCARS,47.0,391758.1,350322.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,287,Onii_669,64.0,391330.2,350668.6
6799526,P92,cangshudaxian,11.0,223537.6,460513.0,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,128,Nozuka_Cn,91.0,223865.8,460539.7
6799527,UMP9,younamewhy,31.0,198637.8,281303.6,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,294,Elevenlong,62.0,198970.4,281660.2
6799528,Bluezone,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1762,YZ91,2.0,528570.0,292362.0
6799529,M416,The_BigL_Am,1.0,545493.5,279640.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1636,qqq654654,7.0,538263.8,281140.4
6799530,S686,Haoaydaf,55.0,624294.4,371995.1,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,143,KNYH,88.0,624306.6,372238.9
6799531,Hit by Car,liang0521,10.0,616362.9,316410.3,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,1264,zhaoyichun,16.0,616323.2,316553.9
6799532,Falling,,,,,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,702,TheRipper11,40.0,169449.5,312170.4
6799533,S1897,Thek1sch,41.0,140671.0,335847.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,273,ETTBRTERTB,66.0,142335.9,335558.0
6799534,M416,ppni520,44.0,367321.8,388745.5,ERANGEL,2U4GBNA0YmmdoT0hRxtLvbeTBWwXmiGjclRUpken1fxtXWHpDgm2zDjssg1bbbFZ,575,MOCARS,47.0,366422.1,385021.8
